,"Register address","Register DEC","Field","Type","Accuracy","Unit","Min","Max","Read/Write","Remarks","User",
,"04F0",,,,,,,,,,,
,"04F1",,,,,,,,,,,
,"04F2",,,,,,,,,,,
,"04F3",,,,,,,,,,,
,"04F4",,,,,,,,,,,
,"04F5",,,,,,,,,,,
,"04F6",,,,,,,,,,,
,"04F7",,,,,,,,,,,
,"04F8",,,,,,,,,,,
,"04F9",,,,,,,,,,,
,"04FA",,,,,,,,,,,
,"04FB",,,,,,,,,,,
,"04FC",,,,,,,,,,,
,"04FD",,,,,,,,,,,
,"04FE",,,,,,,,,,,
,"04FF",,,,,,,,,,,
,,,,,,,,,,,,
"Off grid output (0x0500-0x057F)",,,,,,,,,,,,
,"0500","1280 ","AddressMask_Realtime_EmergencyOutput1","U64",,,,,"R","Each bit of this field corresponds to the validity of 64 addresses above the address of this field (including the address of this field). Bit4 represents the address where the highest bit address of this field plus 1 is located.
0 means invalid; 1 means valid","End User",
,"0501",,,,,,,,,,,
,"0502",,,,,,,,,,,
,"0503",,,,,,,,,,,
,"0504","1284 ","ActivePower_Load_Total","I16","0,01","kW",,,"R","Load active power. ","End User",
,"0505","1285 ","ReactivePower_Load_Total","I16","0,01","kW",,,"R","Load consumption is positive, and feedback is negative","End User",
,"0506","1286 ","ApparentPower_Load_Total","I16","0,01","kW",,,"R","Load reactive power
Apparent power of the load. Load consumption is positive, and feedback is negative","End User",
,"0507","1287 ","Frequency_Output","U16","0,01","Hz",,,"R","Output voltage frequency","End User",
,"0508","1288 ","ESOutput_Rsvd1",,,,,,"R","Off-grid total output reserved 1","End User",
,"0509","1289 ","ESOutput_Rsvd2",,,,,,"R","Off-grid total output reserved 2","End User",
,"050A","1290 ","Voltage_Output_R","U16","0,1","V",,,"R","R-phase inverter output voltage","End User",
,"050B","1291 ","Current_Load_R","I16","0,01","A",,,"R","R phase load current","End User",
,"050C","1292 ","ActivePower_Load_R","I16","0,01","kW",,,"R","R-phase load active power. Load consumption is positive, and feedback is negative.","End User",
,"050D","1293 ","ReactivePower_Load_R","I16","0,01","kW",,,"R","R-phase load reactive power. The inverter end is positive for lead and negative for lag","End User",
,"050E","1294 ","ApparentPower_Load_R","I16","0,01","kVA",,,"R","Apparent power of R-phase load. Load consumption is positive, and feedback is negative.","End User",
,"050F","1295 ","LoadPeakRatio_R","U16","0,01","p.u.",,,"R","R phase load peak ratio","End User",
,"0510","1296 ","Voltage_Load_R","U16","0,1","V",,,"R","R corresponding emergency load voltage","End User","R corresponding emergency load voltage"
,"0511","1297 ","ESR_Rsvd2",,,,,,"R","R phase reserved 2","End User",
,"0512","1298 ","Voltage_Output_S","U16","0,1","V",,,"R","S phase inverter output voltage","End User",
,"0513","1299 ","Current_Load_S","I16","0,01","A",,,"R","S phase load current","End User",
,"0514","1300 ","ActivePower_Load_S","I16","0,01","kW",,,"R","S-phase load active power. Load consumption is positive, and feedback is negative.","End User",
,"0515","1301 ","ReactivePower_Load_S","I16","0,01","kW",,,"R","S-phase load reactive power. The inverter end is positive for lead and negative for lag","End User",
,"0516","1302 ","ApparentPower_Load_S","I16","0,01","kVA",,,"R","Apparent power of S-phase load. Load consumption is positive, and feedback is negative.","End User",
,"0517","1303 ","LoadPeakRatio_S","U16","0,01","p.u.",,,"R","S phase load peak ratio","End User",
,"0518","1304 ","Voltage_Load_S","U16","0,1","V",,,"R","S corresponding emergency load voltage","End User","S corresponding emergency load voltage"
,"0519","1305 ","ESS_Rsvd2",,,,,,"R","S phase reserved 2","End User",
,"051A","1306 ","Voltage_Output_T","U16","0,1","V",,,"R","T-phase inverter output voltage","End User",
,"051B","1307 ","Current_Load_T","I16","0,01","A",,,"R","T phase load current","End User",
,"051C","1308 ","ActivePower_Load_T","I16","0,01","kW",,,"R","T-phase load active power. Load consumption is positive, and feedback is negative.","End User",
,"051D","1309 ","ReactivePower_Load_T","I16","0,01","kW",,,"R","T-phase load reactive power. The inverter end is positive for lead and negative for lag","End User",
,"051E","1310 ","ApparentPower_Load_T","I16","0,01","kVA",,,"R","Apparent power of T-phase load. Load consumption is positive, and feedback is negative.","End User",
,"051F","1311 ","LoadPeakRatio_T","U16","0,01","p.u.",,,"R","T-phase load peak ratio","End User",
,"0520","1312 ","Voltage_Load_T","U16","0,1","V",,,"R","T corresponding emergency load voltage","End User","T corresponding emergency load voltage"
,"0521","1313 ","EST_Rsvd2",,,,,,"R","T phase reserved 2","End User",
,"0522","1314 ","Voltage_Output_L1N","U16","0,1","V",,,"R","Inverter L1 to N voltage effective value","End User",
,"0523","1315 ","Current_Load_L1N","I16","0,01","A",,,"R","L1 load current effective value","End User",
,"0524","1316 ","ActivePower_Load_L1N","I16","0,01","kW",,,"R","Load L1 to N active power","End User",
,"0525","1317 ","Voltage_Output_L2N","U16","0,1","V",,,"R","Effective value of inverter L2 to N voltage","End User",
,"0526","1318 ","Current_Load_L2N","I16","0,01","A",,,"R","L2 load current effective value","End User",
,"0527","1319 ","ActivePower_Load_L2N","I16","0,01","kW",,,"R","Load L2 to N active power","End User",
,"0528",,,,,,,,,,,
,"0529",,,,,,,,,,,
,"052A",,,,,,,,,,,
,"052B",,,,,,,,,,,
,"052C",,,,,,,,,,,
,"052D",,,,,,,,,,,
,"052E",,,,,,,,,,,
,"052F",,,,,,,,,,,
,"0530",,,,,,,,,,,
,"0531",,,,,,,,,,,
,"0532",,,,,,,,,,,
,"0533",,,,,,,,,,,
,"0534",,,,,,,,,,,
,"0535",,,,,,,,,,,
,"0536",,,,,,,,,,,
,"0537",,,,,,,,,,,
,"0538",,,,,,,,,,,
,"0539",,,,,,,,,,,
,"053A",,,,,,,,,,,
,"053B",,,,,,,,,,,
,"053C",,,,,,,,,,,
,"053D",,,,,,,,,,,
,"053E",,,,,,,,,,,
,"053F",,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"PV input (0x0580-0x05FF)",,,,,,,,,,,,
,"0580","1408 ","AddressMask_Realtime_Input_PV1","U64",,,,,"R","
Each bit of this field corresponds to the validity of 64 addresses above the address of this field (including the address of this field). Bit4 represents the address where the highest bit address of this field is plus 1.
0 means invalid; 1 means valid","End User",
,"0581",,,,,,,,,,,
,"0582",,,,,,,,,,,
,"0583",,,,,,,,,,,
,"0584","1412 ","Voltage_PV1","U16","0,1","V",,,"R","The first PV voltage","End User",
,"0585","1413 ","Current_PV1","U16","0,01","A",,,"R","The first PV current","End User",
,"0586","1414 ","Power_PV1","U16","0,01","kW",,,"R","PV power of the first road","End User",
,"0587","1415 ","Voltage_PV2","U16","0,1","V",,,"R","The second PV voltage","End User",
,"0588","1416 ","Current_PV2","U16","0,01","A",,,"R","The second PV current","End User",
,"0589","1417 ","Power_PV2","U16","0,01","kW",,,"R","PV power of the 2nd road","End User",
,"058A","1418 ","Voltage_PV3","U16","0,1","V",,,"R","No. 3 PV voltage","End User",
,"058B","1419 ","Current_PV3","U16","0,01","A",,,"R","No. 3 PV current","End User",
,"058C","1420 ","Power_PV3","U16","0,01","kW",,,"R","No. 3 PV power","End User",
,"058D","1421 ","Voltage_PV4","U16","0,1","V",,,"R","No. 4 PV voltage","End User",
,"058E","1422 ","Current_PV4","U16","0,01","A",,,"R","No. 4 PV current","End User",
,"058F","1423 ","Power_PV4","U16","0,01","kW",,,"R","No. 4 PV power","End User",
,"0590","1424 ","Voltage_PV5","U16","0,1","V",,,"R","No. 5 PV voltage","End User",
,"0591","1425 ","Current_PV5","U16","0,01","A",,,"R","No. 5 PV current","End User",
,"0592","1426 ","Power_PV5","U16","0,01","kW",,,"R","No. 5 PV power","End User",
,"0593","1427 ","Voltage_PV6","U16","0,1","V",,,"R","No. 6 PV voltage","End User",
,"0594","1428 ","Current_PV6","U16","0,01","A",,,"R","No. 6 PV current","End User",
,"0595","1429 ","Power_PV6","U16","0,01","kW",,,"R","No. 6 PV power","End User",
,"0596","1430 ","Voltage_PV7","U16","0,1","V",,,"R","No. 7 PV voltage","End User",
,"0597","1431 ","Current_PV7","U16","0,01","A",,,"R","No. 7 PV current","End User",
,"0598","1432 ","Power_PV7","U16","0,01","kW",,,"R","No. 7 PV power","End User",
,"0599","1433 ","Voltage_PV8","U16","0,1","V",,,"R","No. 8 PV voltage","End User",
,"059A","1434 ","Current_PV8","U16","0,01","A",,,"R","No. 8 PV current","End User",
,"059B","1435 ","Power_PV8","U16","0,01","kW",,,"R","No. 8 PV power","End User",
,"059C","1436 ","Voltage_PV9","U16","0,1","V",,,"R","No. 9 PV voltage","End User",
,"059D","1437 ","Current_PV9","U16","0,01","A",,,"R","No. 9 PV current","End User",
,"059E","1438 ","Power_PV9","U16","0,01","kW",,,"R","No. 9 PV power","End User",
,"059F","1439 ","Voltage_PV10","U16","0,1","V",,,"R","No. 10 PV voltage","End User",
,"05A0","1440 ","Current_PV10","U16","0,01","A",,,"R","No. 10 PV current","End User",
,"05A1","1441 ","Power_PV10","U16","0,01","kW",,,"R","No. 10 PV power","End User",
,"05A2","1442 ","Voltage_PV11","U16","0,1","V",,,"R","11th PV voltage","End User",
,"05A3","1443 ","Current_PV11","U16","0,01","A",,,"R","11th PV current","End User",
,"05A4","1444 ","Power_PV11","U16","0,01","kW",,,"R","11th PV power","End User",
,"05A5","1445 ","Voltage_PV12","U16","0,1","V",,,"R","12th PV voltage","End User",
,"05A6","1446 ","Current_PV12","U16","0,01","A",,,"R","12th PV current","End User",
,"05A7","1447 ","Power_PV12","U16","0,01","kW",,,"R","12th PV power","End User",
,"05A8","1448 ","Voltage_PV13","U16","0,1","V",,,"R","13th PV voltage","End User",
,"05A9","1449 ","Current_PV13","U16","0,01","A",,,"R","13th PV current","End User",
,"05AA","1450 ","Power_PV13","U16","0,01","kW",,,"R","13th PV power","End User",
,"05AB","1451 ","Voltage_PV14","U16","0,1","V",,,"R","No. 14 PV voltage","End User",
,"05AC","1452 ","Current_PV14","U16","0,01","A",,,"R","No. 14 PV current","End User",
,"05AD","1453 ","Power_PV14","U16","0,01","kW",,,"R","No. 14 PV power","End User",
,"05AE","1454 ","Voltage_PV15","U16","0,1","V",,,"R","15th PV voltage","End User",
,"05AF","1455 ","Current_PV15","U16","0,01","A",,,"R","15th PV current","End User",
,"05B0","1456 ","Power_PV15","U16","0,01","kW",,,"R","15th PV power","End User",
,"05B1","1457 ","Voltage_PV16","U16","0,1","V",,,"R","16th PV voltage","End User",
,"05B2","1458 ","Current_PV16","U16","0,01","A",,,"R","16th PV current","End User",
,"05B3","1459 ","Power_PV16","U16","0,01","kW",,,"R","16th PV power","End User",
,"05B4",,,,,,,,,,,
,"05B5",,,,,,,,,,,
,"05B6",,,,,,,,,,,
,"05B7",,,,,,,,,,,
,"05B8",,,,,,,,,,,
,"05B9",,,,,,,,,,,
,"05BA",,,,,,,,,,,
,"05BB",,,,,,,,,,,
,"05BC",,,,,,,,,,,
,"05BD",,,,,,,,,,,
,"05BE",,,,,,,,,,,
,"05BF",,,,,,,,,,,
,"05C0","1472 ","AddressMask_Realtime_Input_PV2","U64",,,,,"R","Each bit of this field corresponds to the validity of 64 addresses above the address of this field (including the address of this field). Bit4 represents the address where the highest bit address of this field plus 1 is located.
0 means invalid; 1 means valid. ","End User",
,"05C1",,,,,,,,,,,
,"05C2",,,,,,,,,,,
,"05C3",,,,,,,,,,,
,"05C4","1476 ","Power_PV_Total","U16","0,1","kW",,,"R","Total PV power","End User",
,"05C5",,,,,,,,,,,
,"05C6",,,,,,,,,,,
,"05C7",,,,,,,,,,,
,"05C8",,,,,,,,,,,
,"05C9",,,,,,,,,,,
,"05CA",,,,,,,,,,,
,"05CB",,,,,,,,,,,
,"05CC",,,,,,,,,,,
,"05CD",,,,,,,,,,,
,"05CE",,,,,,,,,,,
,"05CF",,,,,,,,,,,
,"05D0",,,,,,,,,,,
,"05D1",,,,,,,,,,,
,"05D2",,,,,,,,,,,
,"05D3",,,,,,,,,,,
,"05D4",,,,,,,,,,,
,"05D5",,,,,,,,,,,
,"05D6",,,,,,,,,,,
,"05D7",,,,,,,,,,,
,"05D8",,,,,,,,,,,
,"05D9",,,,,,,,,,,
,"05DA",,,,,,,,,,,
,"05DB",,,,,,,,,,,
,"05DC",,,,,,,,,,,
,"05DD",,,,,,,,,,,
,"05DE",,,,,,,,,,,
,"05DF",,,,,,,,,,,
,"05E0",,,,,,,,,,,
,"05E1",,,,,,,,,,,
,"05E2",,,,,,,,,,,
,"05E3",,,,,,,,,,,
,"05E4",,,,,,,,,,,
,"05E5",,,,,,,,,,,
,"05E6",,,,,,,,,,,
,"05E7",,,,,,,,,,,
,"05E8",,,,,,,,,,,
,"05E9",,,,,,,,,,,
,"05EA",,,,,,,,,,,
,"05EB",,,,,,,,,,,
,"05EC",,,,,,,,,,,
,"05ED",,,,,,,,,,,
,"05EE",,,,,,,,,,,
,"05EF",,,,,,,,,,,
,"05F0",,,,,,,,,,,
,"05F1",,,,,,,,,,,
,"05F2",,,,,,,,,,,
,"05F3",,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"Battery input (0x0600-0x067F)",,,,,,,,,,,,
,"0600","1536 ","AddressMask_Realtime_Input_Bat1","U64",,,,,"R","Each bit of this field corresponds to the validity of 64 addresses above the address of this field (including the address of this field). Bit4 represents the address where the highest bit address of this field is plus 1.
0 means invalid; 1 means valid","End User",
,"0601",,,,,,,,,,,
,"0602",,,,,,,,,,,
,"0603",,,,,,,,,,,
,"0604","1540 ","Voltage_Bat1","U16","0,1","V",,,"R","No. 1 battery pack voltage","End User",
,"0605","1541 ","Current_Bat1","I16","0,01","A",,,"R","The charging and discharging current of the first battery pack. Charge is positive, discharge is negative","End User",
,"0606","1542 ","Power_Bat1","I16","0,01","kW",,,"R","The charging and discharging power of the first battery pack. Charge is positive, discharge is negative","End User",
,"0607","1543 ","Temperature_Env_Bat1","I16",1,"℃",,,"R","Ambient temperature of the first battery pack","End User",
,"0608","1544 ","SOC_Bat1","U16",1,"%",,,"R","No. 1 battery pack SOC","End User",
,"0609","1545 ","SOH_Bat1","U16",1,"%",,,"R","No. 1 battery pack SOH","End User",
,"060A","1546 ","ChargeCycle_Bat1","U16",1,"cycle",,,"R","Number of cycles of the first battery pack","End User",
,"060B","1547 ","Voltage_Bat2","U16","0,1","V",,,"R","No. 2 battery pack voltage","End User",
,"060C","1548 ","Current_Bat2","I16","0,01","A",,,"R","The charging and discharging current of the second battery pack. Charge is positive, discharge is negative","End User",
,"060D","1549 ","Power_Bat2","I16","0,01","kW",,,"R","The charging and discharging power of the second battery pack. Charge is positive, discharge is negative","End User",
,"060E","1550 ","Temperature_Env_Bat2","I16",1,"℃",,,"R","Ambient temperature of the second battery pack","End User",
,"060F","1551 ","SOC_Bat2","U16",1,"%",,,"R","2nd battery pack SOC","End User",
,"0610","1552 ","SOH_Bat2","U16",1,"%",,,"R","2nd battery pack SOH","End User",
,"0611","1553 ","ChargeCycle_Bat2","U16",1,"cycle",,,"R","Number of cycles of the second battery pack","End User",
,"0612","1554 ","Voltage_Bat3","U16","0,1","V",,,"R","No. 3 battery pack voltage","End User",
,"0613","1555 ","Current_Bat3","I16","0,01","A",,,"R","The charging and discharging current of the third battery pack. Charge is positive, discharge is negative","End User",
,"0614","1556 ","Power_Bat3","I16","0,01","kW",,,"R","The charging and discharging power of the third battery pack. Charge is positive, discharge is negative","End User",
,"0615","1557 ","Temperature_Env_Bat3","I16",1,"℃",,,"R","Ambient temperature of the third battery pack","End User",
,"0616","1558 ","SOC_Bat3","U16",1,"%",,,"R","No. 3 battery pack SOC","End User",
,"0617","1559 ","SOH_Bat3","U16",1,"%",,,"R","No. 3 battery pack SOH","End User",
,"0618","1560 ","ChargeCycle_Bat3","U16",1,"cycle",,,"R","Number of cycles of the third battery pack","End User",
,"0619","1561 ","Voltage_Bat4","U16","0,1","V",,,"R","No. 4 battery pack voltage","End User",
,"061A","1562 ","Current_Bat4","I16","0,01","A",,,"R","Charging and discharging current of No. 4 battery pack. Charge is positive, discharge is negative","End User",
,"061B","1563 ","Power_Bat4","I16","0,01","kW",,,"R","Charging and discharging power of the 4th battery pack. Charge is positive, discharge is negative","End User",
,"061C","1564 ","Temperature_Env_Bat4","I16",1,"℃",,,"R","Ambient temperature of battery pack No. 4","End User",
,"061D","1565 ","SOC_Bat4","U16",1,"%",,,"R","No. 4 battery pack SOC","End User",
,"061E","1566 ","SOH_Bat4","U16",1,"%",,,"R","No. 4 battery pack SOH","End User",
,"061F","1567 ","ChargeCycle_Bat4","U16",1,"cycle",,,"R","Number of cycles of the 4th battery pack","End User",
,"0620","1568 ","Voltage_Bat5","U16","0,1","V",,,"R","No. 5 battery pack voltage","End User",
,"0621","1569 ","Current_Bat5","I16","0,01","A",,,"R","No. 5 battery pack charging and discharging current. Charge is positive, discharge is negative","End User",
